site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),CB_BV,0.266,0.216,OR_CB,upwelling
2,site_code,(Intercept),CB_FP,-0.266,0.251,OR_CB,upwelling
1,site_code,(Intercept),HB_EB,-0.102,0,CA_HB,upwelling
2,site_code,(Intercept),HB_KS,0.284,0,CA_HB,upwelling
3,site_code,(Intercept),HB_SR,-0.179,0,CA_HB,upwelling
1,site_code,(Intercept),LA_AB,-0.127,0.242,CA_LA,upwelling
2,site_code,(Intercept),LA_JD,0.126,0.238,CA_LA,upwelling
3,site_code,(Intercept),LA_LN,-0.04,0.238,CA_LA,upwelling
4,site_code,(Intercept),LA_MS,0.073,0.242,CA_LA,upwelling
5,site_code,(Intercept),LA_SP,-0.069,0.248,CA_LA,upwelling
6,site_code,(Intercept),LA_UN,0.038,0.238,CA_LA,upwelling
1,site_code,(Intercept),MB_CB,-0.298,0.097,CA_MB,upwelling
2,site_code,(Intercept),MB_TP,0.298,0.111,CA_MB,upwelling
1,site_code,(Intercept),NC_B,-1.039,0.611,CA_NC,upwelling
2,site_code,(Intercept),NC_BL,-0.718,0.472,CA_NC,upwelling
3,site_code,(Intercept),NC_D,-0.381,0.611,CA_NC,upwelling
4,site_code,(Intercept),NC_DE,-0.29,0.398,CA_NC,upwelling
5,site_code,(Intercept),NC_E,1.06,0.611,CA_NC,upwelling
6,site_code,(Intercept),NC_NC,1.512,0.472,CA_NC,upwelling
7,site_code,(Intercept),NC_WP,-0.144,0.351,CA_NC,upwelling
1,site_code,(Intercept),NC_PM,0.359,0.73,CA_SF,upwelling
2,site_code,(Intercept),NC_PS,-0.271,0.73,CA_SF,upwelling
3,site_code,(Intercept),NC_RB,-0.088,0.818,CA_SF,upwelling
1,site_code,(Intercept),SD_CI,-0.253,0.862,CA_SD,upwelling
2,site_code,(Intercept),SD_CV,-0.138,0.761,CA_SD,upwelling
3,site_code,(Intercept),SD_FI,0.179,0.807,CA_SD,upwelling
4,site_code,(Intercept),SD_KF,0.339,0.862,CA_SD,upwelling
5,site_code,(Intercept),SD_SDL,0.812,0.862,CA_SD,upwelling
6,site_code,(Intercept),SD_SI,-0.939,0.761,CA_SD,upwelling
1,site_code,(Intercept),WB_BC,0.296,0.257,WA_WB,upwelling
2,site_code,(Intercept),WB_CO,0.146,0.334,WA_WB,upwelling
3,site_code,(Intercept),WB_DP,-0.165,0.235,WA_WB,upwelling
4,site_code,(Intercept),WB_PA,-0.506,0.235,WA_WB,upwelling
5,site_code,(Intercept),WB_SB,0.183,0.288,WA_WB,upwelling
6,site_code,(Intercept),WB_SP,0.109,0.334,WA_WB,upwelling
7,site_code,(Intercept),WB_ST,0.023,0.334,WA_WB,upwelling
8,site_code,(Intercept),WB_WP,0.266,0.334,WA_WB,upwelling
9,site_code,(Intercept),WB_WR,-0.353,0.257,WA_WB,upwelling
1,site_code,(Intercept),YB_F,-0.031,0.231,OR_YB,upwelling
2,site_code,(Intercept),YB_IF,-0.254,0.152,OR_YB,upwelling
3,site_code,(Intercept),YB_SBN,0.346,0.152,OR_YB,upwelling
4,site_code,(Intercept),YB_SBS,-0.06,0.152,OR_YB,upwelling
